Year,ID,Party,VCF0228,VCF0231,VCF0290,VCF0211,VCF0218,VCF0212,VCF0224,VCF0204,VCF0234,VCF0206,VCF0207,VCF0217,VCF0227,VCF0219,VCF0232,VCF0233,VCF0253,VCF0209,VCF0210,VCF0210,VCF0220,VCF0223
2012,5818,Weak Democrat,15,15,60,30,60,50,60,70,40,50,60,40,50,70,50,0,60,50,85,85,40,40
2012,5819,Weak Democrat,50,50,43,50,60,50,25,50,50,97,97,97,97,85,50,50,50,50,85,85,50,50
2012,5820,Strong Democrat,70,30,45,97,90,0,0,15,0,70,30,50,97,90,97,97,97,0,90,90,80,90
2012,5821,Independent Republican,40,5,43,0,0,90,85,50,50,50,50,85,85,50,50,15,0,70,0,0,50,50
2012,5822,Independent,85,70,40,60,40,70,40,85,50,70,50,85,99,60,15,85,70,70,85,85,50,97
2012,5823,Independent,50,50,43,70,85,0,0,50,50,97,97,97,70,85,0,0,50,85,85,85,70,97
2012,5824,Independent Democrat,50,50,43,60,70,20,15,30,0,50,70,50,70,70,70,30,40,40,40,40,30,30
2012,5825,Strong Democrat,70,85,56,85,97,40,15,85,50,97,70,97,60,97,70,85,85,97,70,70,50,97
2012,5826,Independent Republican,30,0,49,0,0,97,97,97,50,97,97,97,97,97,50,0,50,60,0,0,70,97
2012,5827,Strong Republican,0,15,43,0,15,85,70,85,97,97,97,97,97,70,30,40,50,60,15,15,60,85
2012,5828,Strong Republican,50,50,56,30,15,85,97,60,50,40,85,40,50,85,50,30,60,70,15,15,30,60
2012,5829,Independent Democrat,40,40,55,60,70,70,40,40,50,85,70,85,85,97,70,70,15,40,0,0,30,50
2012,5830,Weak Democrat,40,40,50,30,70,50,30,50,15,40,60,60,60,85,50,0,50,15,85,85,15,85
2012,5831,Independent,85,85,999,99,99,85,99,85,99,97,97,97,97,85,50,97,85,85,85,85,60,97
2012,5832,Weak Republican,99,99,50,99,50,99,50,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,5833,Strong Republican,30,15,35,15,0,70,70,70,70,60,85,70,70,50,50,30,70,60,60,60,30,50
2012,5834,Independent,65,60,65,60,70,75,60,97,50,70,85,97,70,97,65,60,30,70,60,60,65,86
2012,5835,Strong Republican,30,40,38,0,15,97,60,60,70,30,85,40,60,60,0,0,15,70,15,15,15,70
2012,5836,Strong Republican,0,0,35,0,0,85,70,85,60,85,85,85,85,85,0,0,0,70,0,0,60,85
2012,5837,Strong Republican,40,40,37,50,12,75,62,95,95,85,85,85,85,75,50,25,30,75,10,10,55,75
2012,5838,Strong Republican,0,0,43,0,15,85,70,50,60,60,70,70,70,70,50,40,40,15,0,0,50,70
2012,5839,Weak Republican,30,30,55,50,60,25,50,50,50,40,60,50,50,55,50,50,40,20,50,50,45,60
2012,5840,Strong Democrat,50,70,74,50,97,50,50,60,50,97,60,60,50,50,50,40,85,85,70,70,60,60
2012,5841,Independent,30,30,55,0,60,15,50,85,60,40,60,70,60,70,15,70,50,50,50,50,30,60
2012,5842,Independent Democrat,10,10,50,40,50,45,50,60,40,50,50,50,50,75,50,5,60,40,55,55,50,70
2012,5843,Independent Democrat,40,40,48,40,50,40,45,75,15,70,85,70,80,85,50,30,70,50,30,30,15,30
2012,5844,Strong Democrat,40,60,50,30,70,15,30,85,15,70,70,70,70,85,60,40,70,30,30,30,60,60
2012,5845,Weak Democrat,50,50,65,50,80,50,50,50,50,0,0,0,0,50,50,0,50,50,50,50,50,50
2012,5846,Independent Democrat,40,40,40,50,50,40,30,60,40,70,70,50,60,80,70,30,30,50,70,70,50,80
2012,5847,Strong Democrat,40,60,55,60,70,40,40,60,50,60,60,50,50,60,50,30,50,50,50,50,50,50
2012,5848,Weak Republican,30,30,33,50,15,70,50,50,50,70,70,70,70,70,50,50,15,70,0,0,70,70
2012,5849,Strong Democrat,60,60,60,50,90,50,30,50,50,97,97,97,97,85,50,30,50,70,70,70,85,85
2012,5850,Independent Democrat,30,30,35,40,40,60,30,70,60,60,60,60,60,50,50,60,40,40,50,50,40,50
2012,5851,Independent Democrat,0,0,15,15,15,50,15,50,85,85,85,85,70,70,15,60,0,50,30,30,40,85
2012,5852,Weak Republican,50,40,38,40,15,79,60,60,60,85,85,50,30,95,60,12,15,72,85,85,0,50
2012,5853,Independent,0,0,0,0,0,0,0,0,0,50,60,70,55,0,0,50,0,0,0,0,0,0
2012,5854,Independent Democrat,0,40,30,70,30,40,30,85,60,50,50,40,50,97,50,0,50,0,70,70,97,97
2012,5855,Independent Republican,30,30,20,30,0,30,40,50,50,50,50,50,50,50,50,45,50,50,30,30,50,50
2012,5856,Strong Democrat,10,10,30,75,60,10,0,50,0,55,60,60,60,85,70,50,75,50,60,60,50,50
2012,5857,Strong Democrat,50,15,58,50,85,50,30,50,50,85,85,50,70,97,0,40,50,50,50,50,50,97
2012,5858,Strong Democrat,30,65,50,79,85,0,15,70,85,95,95,95,95,97,70,70,90,77,80,80,78,97
2012,5859,Independent Democrat,0,0,30,0,60,0,0,0,0,97,97,50,50,0,0,50,0,0,0,0,0,0
2012,5860,Weak Republican,60,60,50,50,40,70,60,60,60,63,75,54,65,85,50,43,50,50,50,50,60,95
2012,5861,Strong Democrat,0,0,23,30,30,0,15,50,50,50,60,50,50,65,50,0,50,0,60,60,10,60
2012,5862,Strong Democrat,0,40,43,97,85,30,0,70,70,97,85,97,85,97,97,70,97,30,97,97,97,97
2012,5863,Independent,50,50,50,50,50,50,50,50,50,97,97,97,97,70,0,97,50,70,70,70,30,60
2012,5864,Weak Democrat,40,40,38,60,60,40,15,65,0,50,50,50,50,60,60,35,55,50,60,60,40,60
2012,5865,Weak Democrat,30,55,45,70,60,30,30,90,0,50,50,50,50,50,50,45,65,20,50,50,50,60
2012,5866,Independent,50,50,50,50,50,50,50,50,50,85,50,85,85,70,60,70,30,60,50,50,60,70
2012,5867,Independent,40,40,50,50,50,50,50,70,50,50,50,50,50,70,50,50,50,30,50,50,50,70
2012,5868,Weak Democrat,30,40,68,60,65,55,70,70,50,70,70,70,70,80,80,30,70,60,60,60,15,40
2012,5869,Weak Democrat,50,0,25,75,50,50,0,50,50,97,97,0,75,97,97,0,70,0,50,50,50,97
2012,5870,Strong Republican,15,30,48,30,0,97,95,90,70,97,97,97,97,97,50,30,10,90,30,30,80,97
2012,5871,Strong Republican,99,99,48,99,0,99,95,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,5872,Independent,0,15,8,15,15,50,0,0,0,70,97,50,50,60,50,15,0,0,0,0,50,50
2012,5873,Independent Democrat,0,60,30,50,60,30,0,85,50,97,97,97,80,60,60,50,60,0,50,50,0,0
2012,5874,Strong Democrat,50,50,39,50,77,45,0,0,15,35,66,67,30,40,97,55,97,55,50,50,60,97
2012,5875,Strong Democrat,49,49,48,49,95,50,0,50,50,97,97,97,97,75,0,50,50,39,85,85,50,85
2012,5876,Independent,60,65,50,60,50,50,50,50,50,50,70,45,50,50,50,40,50,40,65,65,50,50
2012,5877,Independent,40,40,40,60,60,30,20,50,0,50,50,50,50,60,50,15,40,30,40,40,40,30
2012,5878,Independent,50,50,50,50,50,60,50,60,50,50,70,50,50,60,50,50,50,40,70,70,50,60
2012,5879,Weak Democrat,15,15,38,70,60,40,15,60,15,85,85,85,85,97,97,50,70,30,70,70,70,97
2012,5880,Weak Republican,75,50,55,0,35,97,75,68,30,0,97,60,0,80,0,0,0,50,79,79,0,0
2012,5881,Strong Democrat,97,95,69,97,97,97,40,80,50,97,97,97,97,97,60,85,50,85,95,95,75,97
2012,5882,Weak Republican,60,70,48,40,40,60,55,90,15,80,80,80,70,30,50,40,40,50,30,30,30,30
2012,5883,Independent Democrat,50,40,50,50,60,50,40,50,45,50,45,85,50,80,65,60,50,35,50,50,60,70
2012,5884,Strong Republican,85,0,50,0,15,97,85,60,97,97,97,97,97,97,40,0,0,85,0,0,60,97
2012,5885,Independent Republican,70,70,50,85,40,85,60,50,40,50,50,50,50,97,97,40,60,15,50,50,97,97
2012,5886,Independent,50,40,65,50,40,50,90,85,60,40,60,40,85,85,40,15,40,85,70,70,40,70
2012,5887,Weak Democrat,50,0,15,50,15,0,15,0,0,0,50,50,97,97,97,0,0,0,0,0,0,97
2012,5888,Strong Democrat,50,50,43,85,85,0,0,40,50,50,50,50,50,85,50,50,50,40,50,50,60,50
2012,5889,Weak Democrat,99,99,70,99,70,99,70,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,5890,Weak Republican,50,0,55,85,40,50,70,97,50,50,50,50,50,97,85,50,15,0,97,97,50,97
2012,5891,Strong Democrat,99,99,49,99,97,99,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,5892,Strong Democrat,50,60,50,40,85,40,15,70,85,60,60,60,60,50,10,60,50,0,60,60,50,85
2012,5893,Weak Republican,45,30,53,15,40,55,65,65,50,50,50,40,50,55,50,0,45,50,0,0,40,55
2012,5894,Independent,15,30,55,15,50,60,60,85,50,60,60,50,70,97,30,15,50,70,40,40,50,85
2012,5895,Weak Democrat,40,20,45,35,40,55,50,30,30,50,55,45,50,60,40,30,30,40,40,40,50,50
2012,5896,Independent Republican,50,30,40,30,20,65,60,65,30,85,90,85,85,97,70,80,65,50,25,25,50,50
2012,5897,Weak Republican,40,40,45,40,40,50,50,60,50,50,50,50,50,60,50,50,50,60,50,50,50,60
2012,5898,Independent Democrat,0,85,58,85,85,70,30,0,0,97,97,97,90,97,85,90,97,85,85,85,97,97
2012,5899,Strong Republican,30,30,43,15,0,97,85,60,50,50,70,50,50,97,0,0,30,0,0,0,60,70
2012,5900,Independent,0,50,25,55,50,10,0,55,0,95,95,90,95,60,50,45,50,35,40,40,40,50
2012,5901,Weak Republican,0,15,15,15,0,60,30,50,60,70,85,85,85,70,40,30,0,30,0,0,40,60
2012,5902,Weak Republican,30,30,63,15,40,90,85,90,30,97,97,97,97,60,0,75,40,60,50,50,15,60
2012,5903,Weak Republican,0,0,5,0,5,0,4,48,15,0,99,0,10,0,0,0,0,97,0,0,39,0
2012,5904,Strong Democrat,50,50,49,40,97,30,0,97,40,97,70,97,70,97,97,85,50,0,30,30,97,97
2012,5905,Independent,50,50,60,50,70,50,50,50,50,50,50,50,85,97,50,2,50,50,97,97,50,50
2012,5906,Independent,0,60,43,40,70,15,15,40,15,70,60,70,50,85,50,40,85,60,60,60,30,70
2012,5907,Strong Democrat,60,70,49,0,97,85,0,60,0,85,70,60,60,70,70,0,97,50,85,85,60,85
2012,5908,Weak Republican,60,60,60,70,60,40,60,50,50,70,75,60,75,60,70,10,50,60,50,50,50,50
2012,5909,Independent,50,50,0,50,0,50,0,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2012,5910,Strong Democrat,85,65,58,70,75,50,40,50,15,75,75,75,75,70,85,75,50,80,30,30,30,50
2012,5911,Independent Democrat,50,40,50,60,60,60,40,15,50,97,97,97,97,70,85,40,60,15,40,40,0,60
2012,5912,Independent,30,40,60,50,60,50,60,50,50,85,85,85,85,50,70,70,85,70,40,40,50,50
2012,5913,Independent Democrat,40,85,60,40,70,60,50,85,50,40,50,30,60,40,85,97,60,40,40,40,40,70
2012,5914,Weak Republican,30,40,23,60,30,50,15,30,15,97,30,40,60,15,40,15,0,30,40,40,70,15
2012,5915,Strong Republican,40,40,60,30,50,60,70,60,97,70,70,70,70,70,0,60,0,40,50,50,50,70
2012,5916,Independent,85,97,73,85,60,97,85,97,50,70,70,97,70,97,70,97,97,97,97,97,50,70
2012,5917,Weak Republican,70,60,78,40,70,60,85,85,50,40,85,30,60,85,85,15,40,60,50,50,30,40
2012,5918,Strong Democrat,30,40,45,85,90,30,0,55,50,85,85,85,85,97,85,85,50,40,85,85,85,90
2012,5919,Independent Democrat,99,99,50,99,60,99,40,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,5920,Independent Republican,2,2,25,0,0,80,49,60,60,50,97,50,79,80,50,0,0,60,10,10,20,80
2012,5921,Strong Democrat,50,60,58,50,85,50,30,60,50,97,70,50,50,40,85,15,60,50,50,50,85,80
2012,5922,Strong Democrat,15,5,50,70,95,35,5,45,45,70,75,75,75,50,50,50,50,45,50,50,50,70
2012,5923,Independent Democrat,30,60,60,70,80,40,40,60,30,70,70,70,70,80,50,50,70,15,70,70,50,65
2012,5924,Weak Republican,45,0,50,25,15,25,85,50,50,50,50,50,50,54,50,0,50,45,25,25,25,89
2012,5925,Weak Democrat,50,50,63,85,85,0,40,70,15,50,0,97,97,50,97,97,97,50,50,50,97,65
2012,5926,Weak Democrat,99,99,43,99,70,99,15,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,5927,Independent Democrat,60,40,40,60,50,70,30,85,60,85,85,85,85,97,70,30,60,70,40,40,70,70
2012,5928,Weak Democrat,30,15,55,30,60,50,50,70,70,50,50,50,50,70,0,50,30,40,50,50,40,85
2012,5929,Weak Republican,50,50,65,30,70,60,60,50,40,40,70,30,40,85,0,15,40,60,50,50,30,60
2012,5930,Independent Democrat,15,30,40,70,50,40,30,50,30,85,85,85,85,85,85,60,60,15,50,50,50,85
2012,5931,No Party,70,40,43,0,10,97,75,70,97,99,99,99,99,97,50,99,50,97,15,15,97,97
2012,5932,Independent Republican,50,40,43,50,0,50,85,60,50,40,85,50,50,50,50,50,50,70,15,15,50,85
2012,5933,Strong Democrat,50,50,43,50,70,50,15,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
2012,5934,Independent Republican,50,0,25,0,0,60,50,50,50,60,70,60,60,60,50,15,50,60,0,0,0,60
2012,5935,Strong Republican,60,50,43,30,0,60,85,60,70,50,50,40,50,60,40,15,20,50,50,50,30,97
2012,5936,Strong Democrat,20,30,45,80,60,0,30,30,0,85,85,85,85,80,95,85,90,10,35,35,40,60
2012,5937,Independent Democrat,0,40,45,50,60,50,30,50,50,60,70,60,60,70,60,50,40,40,30,30,60,70
2012,5938,Weak Democrat,40,40,53,50,85,50,20,0,50,97,90,90,95,70,15,70,40,40,0,0,90,90
2012,5939,Independent Republican,40,40,43,0,15,60,70,60,50,85,97,97,97,60,50,0,30,70,15,15,40,60
2012,5940,Weak Republican,15,15,78,60,70,30,85,85,50,85,70,85,50,97,0,50,50,97,60,60,60,97
2012,5941,Strong Democrat,0,97,49,50,97,50,0,97,0,97,60,97,97,97,0,60,0,97,97,97,50,97
2012,5942,Weak Democrat,40,40,55,50,70,50,40,40,30,85,85,60,50,50,50,50,70,40,40,40,50,60
2012,5943,Independent,70,70,50,40,50,85,50,50,60,85,80,50,70,97,50,40,50,85,85,85,70,97
2012,5944,Strong Republican,99,99,49,99,0,99,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,5945,Strong Republican,15,15,38,30,15,85,60,85,97,85,85,85,85,85,50,30,50,70,30,30,70,85
2012,5946,Strong Republican,99,99,49,99,0,99,97,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,5947,Independent,60,60,50,70,50,50,50,60,40,40,70,40,50,70,97,30,40,40,50,50,0,60
2012,5948,Independent,40,40,45,30,45,15,45,97,0,50,50,50,50,97,0,50,50,30,30,30,30,97
2012,5949,Strong Republican,0,0,30,0,0,50,60,30,50,15,70,15,30,30,0,0,0,70,0,0,0,0
2012,5950,Strong Republican,15,0,43,0,0,75,85,50,75,50,50,50,50,50,0,0,15,50,0,0,0,50
2012,5951,Independent,50,60,68,60,50,70,85,60,97,85,85,85,85,85,50,70,70,70,70,70,85,85
2012,5952,Weak Democrat,60,40,60,50,70,50,50,85,50,60,97,60,60,60,40,40,50,40,70,70,40,60
2012,5953,Independent Democrat,70,50,49,70,97,40,0,0,0,97,97,97,97,50,97,97,50,50,70,70,50,50
2012,5954,Independent,60,60,50,70,60,65,40,60,30,97,60,85,50,85,70,70,85,70,90,90,60,97
2012,5955,Strong Democrat,60,50,43,15,85,50,0,0,0,50,70,25,30,85,70,15,30,3,86,86,97,97
2012,5956,Independent Republican,10,10,35,10,25,60,45,50,50,50,75,50,70,50,40,30,25,40,25,25,40,50
2012,5957,Strong Democrat,99,99,35,99,70,99,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,5958,Strong Republican,40,30,53,15,30,85,75,40,50,40,85,40,70,85,30,0,60,40,50,50,0,15
2012,5959,Independent,0,0,50,0,50,0,50,0,0,75,70,70,70,0,50,70,0,0,0,0,0,97
2012,5960,Strong Republican,30,40,43,20,0,85,85,0,0,30,60,15,40,80,97,0,15,60,30,30,0,60
2012,5961,Weak Democrat,30,50,48,40,65,65,30,0,0,85,85,86,85,65,65,85,10,50,40,40,65,65
2012,5962,Strong Democrat,85,40,49,50,97,50,0,50,70,97,60,40,50,85,30,0,0,15,50,50,40,97
2012,5963,Independent,30,30,50,45,55,40,45,15,15,50,50,50,50,70,50,25,40,6,40,40,35,65
2012,5964,Strong Democrat,15,40,49,85,97,50,0,97,60,40,85,40,50,97,85,40,40,40,40,40,50,85
2012,5965,Independent,40,30,35,40,30,60,40,50,50,50,85,97,60,60,50,50,50,30,30,30,40,50
2012,5966,Strong Democrat,40,99,64,99,97,99,30,50,99,97,50,50,50,97,50,40,50,60,50,50,50,50
2012,5967,Strong Republican,40,40,55,50,40,97,70,70,60,70,70,70,70,97,70,15,50,70,40,40,70,80
2012,5968,Independent Democrat,0,0,63,0,85,0,40,0,0,89,97,5,97,0,0,10,0,0,0,0,0,0
2012,5969,Independent Democrat,50,60,50,60,85,50,15,60,0,99,99,99,99,85,60,99,85,50,50,50,60,85
2012,5970,Weak Democrat,30,50,35,60,70,40,0,30,0,60,70,60,60,85,60,60,70,30,60,60,60,70
2012,5971,Weak Democrat,40,40,43,50,85,50,0,50,50,97,97,60,97,97,50,50,50,30,15,15,40,85
2012,5972,Strong Democrat,50,50,45,70,90,0,0,50,0,97,97,97,97,85,97,90,85,30,40,40,40,60
2012,5973,Weak Republican,45,35,50,15,40,70,60,80,0,90,95,90,90,80,75,15,40,75,40,40,70,90
2012,5974,Independent Republican,30,40,45,30,30,40,60,60,50,40,65,15,50,75,0,10,40,15,40,40,15,50
2012,5975,Weak Democrat,50,70,33,60,50,50,15,90,0,85,60,85,85,50,50,0,70,50,60,60,70,80
2012,5976,Strong Democrat,20,30,45,97,90,0,0,0,0,97,75,97,97,85,97,60,90,0,85,85,85,85
2012,5977,Independent Democrat,30,30,50,60,60,40,40,40,15,85,85,97,85,70,70,85,70,40,40,40,40,50
2012,5978,Weak Republican,99,99,60,99,60,99,60,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,5979,Weak Republican,50,60,50,40,40,60,60,60,70,85,85,85,85,85,50,40,40,40,60,60,40,70
2012,5980,Independent,15,0,0,0,0,50,0,50,50,50,50,50,50,70,50,50,45,15,50,50,0,40
2012,5981,Strong Republican,45,40,63,40,40,60,85,50,50,35,85,40,60,55,50,70,45,60,30,30,45,50
2012,5982,Strong Democrat,40,60,56,85,97,40,15,85,50,85,85,85,85,85,70,60,85,70,70,70,50,85
2012,5983,Weak Republican,99,99,22,99,25,99,18,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,5984,Weak Republican,60,40,50,50,15,50,85,97,50,50,97,60,85,85,60,15,50,40,50,50,15,40
2012,5985,Strong Republican,80,80,75,30,65,80,85,40,70,85,85,85,50,80,25,50,40,90,50,50,30,60
2012,5986,Independent,65,50,43,0,85,30,0,0,30,97,85,97,85,90,0,75,0,85,50,50,60,95
2012,5987,Strong Republican,25,10,50,0,5,95,95,97,95,0,97,15,15,90,0,15,0,85,50,50,50,80
2012,5988,Independent Democrat,2,1,4,80,6,15,1,5,0,50,50,50,50,50,97,50,75,14,51,51,50,75
2012,5989,Independent Democrat,40,40,43,50,85,50,0,40,50,40,85,30,15,70,15,0,0,50,15,15,50,70
2012,5990,Independent Republican,30,40,60,60,70,60,50,60,30,70,70,70,70,60,70,50,60,30,50,50,50,60
2012,5991,Weak Republican,25,0,8,40,0,30,15,50,50,50,50,50,50,50,30,30,20,25,0,0,15,40
2012,5992,Weak Democrat,50,0,43,60,70,50,15,60,50,50,70,50,50,70,85,0,70,0,50,50,50,50
2012,5993,Weak Democrat,0,0,30,0,60,30,0,97,97,70,70,70,70,97,0,0,60,15,70,70,0,97
2012,5994,Weak Republican,30,40,50,40,45,60,55,40,15,60,70,60,60,50,70,30,50,50,30,30,50,40
2012,5995,Independent Republican,40,30,68,15,50,70,85,97,60,85,97,85,85,85,50,0,60,85,15,15,50,70
2012,5996,Weak Democrat,50,50,68,50,85,50,50,60,50,85,85,50,85,85,50,30,50,60,60,60,60,70
2012,5997,Strong Democrat,70,60,49,75,97,0,0,75,60,70,85,90,70,97,60,80,70,30,65,65,90,85
2012,5998,Strong Republican,50,40,49,50,0,85,97,97,97,50,97,0,50,85,0,50,70,70,50,50,0,60
2012,5999,Independent,45,50,50,50,50,60,50,65,45,25,60,25,60,85,50,10,50,65,50,50,60,60
2012,6000,Weak Democrat,99,99,45,99,60,99,30,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,6001,Strong Republican,50,30,65,50,60,50,70,50,97,40,85,40,60,85,85,0,60,60,40,40,0,85
2012,6002,Weak Republican,70,80,78,85,70,50,85,97,80,50,85,90,70,70,90,60,50,97,85,85,60,50
2012,6003,Weak Democrat,50,60,4,60,3,70,4,50,50,70,75,45,5,80,30,30,60,40,90,90,40,40
2012,6004,Strong Republican,0,0,50,30,15,70,85,60,50,60,85,70,60,97,50,0,50,60,0,0,15,85
2012,6005,Independent Republican,99,99,30,99,0,99,60,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,6006,Independent Democrat,60,70,55,70,70,60,40,85,60,85,85,85,85,70,50,60,60,70,50,50,70,70
2012,6007,Strong Republican,80,80,49,50,0,50,97,97,50,97,80,60,40,97,0,80,80,97,50,50,50,97
2012,6008,Independent Democrat,3,35,50,60,60,15,40,15,0,70,65,77,75,63,57,55,69,30,70,70,55,77
2012,6009,Weak Democrat,30,49,60,55,70,45,50,50,10,50,90,30,75,51,90,5,30,40,10,10,10,55
2012,6010,Independent Democrat,50,75,83,80,85,75,80,97,97,75,75,75,75,65,97,30,90,15,65,65,50,80
2012,6011,Weak Republican,0,15,55,40,40,50,70,50,30,15,60,50,60,60,50,40,50,60,40,40,30,50
2012,6012,Strong Democrat,99,99,43,99,70,99,15,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,6013,Strong Democrat,20,55,50,50,70,25,30,45,10,65,85,65,70,60,50,50,50,25,60,60,45,60
2012,6014,Strong Republican,40,60,38,30,15,85,60,80,97,50,80,40,80,70,40,15,50,70,15,15,50,50
2012,6015,Independent Democrat,40,40,55,50,80,50,30,40,50,70,70,70,70,70,50,40,50,60,10,10,30,50
2012,6016,Independent Republican,60,0,40,15,0,90,80,85,97,85,85,85,85,97,40,0,0,75,30,30,70,97
2012,6017,Strong Republican,70,50,68,40,45,85,90,70,70,70,80,75,65,80,50,55,45,70,35,35,25,50
2012,6018,Independent Republican,15,15,23,30,15,50,30,60,70,85,85,85,80,85,30,65,50,40,15,15,50,85
2012,6019,Weak Republican,99,99,65,99,60,99,70,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,6020,Independent,40,30,45,50,30,50,60,60,60,70,70,70,70,70,50,0,50,70,15,15,40,70
2012,6021,Strong Democrat,0,0,49,97,97,0,0,0,0,97,97,97,50,0,0,97,0,40,97,97,50,50
2012,6022,Independent,99,99,50,99,50,99,50,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,6023,Independent Republican,40,0,49,38,45,65,52,96,52,65,65,65,65,80,50,50,20,80,45,45,40,80
2012,6024,Weak Democrat,50,50,40,50,80,99,0,97,99,85,90,97,80,60,85,85,99,50,50,50,30,99
2012,6025,Strong Democrat,73,80,43,50,85,70,0,70,70,97,97,97,85,85,75,97,50,0,85,85,79,89
2012,6026,Strong Democrat,60,70,68,60,85,60,50,60,50,85,85,60,50,60,50,50,50,70,50,50,70,60
2012,6027,Strong Democrat,97,80,49,97,97,60,0,60,70,20,10,20,10,90,40,10,40,97,50,50,5,15
2012,6028,Strong Democrat,88,60,45,89,87,1,2,50,7,95,95,95,95,97,90,95,90,43,76,76,56,71
2012,6029,Weak Democrat,99,99,38,99,65,99,10,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,6030,Weak Democrat,30,50,48,65,70,30,25,50,30,50,50,50,50,50,50,50,60,30,60,60,50,50
2012,6031,Strong Democrat,97,97,55,97,97,97,13,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97
2012,6032,Independent Democrat,30,50,55,70,60,50,50,70,40,85,85,85,85,70,60,70,50,50,50,50,50,50
2012,6033,Weak Republican,0,0,45,0,30,60,60,0,0,40,60,40,50,60,60,30,40,30,40,40,15,50
2012,6034,Strong Democrat,60,60,50,70,95,60,5,85,97,70,95,75,97,97,50,5,70,15,85,85,70,85
2012,6035,Strong Democrat,20,60,50,85,85,20,15,70,40,40,95,60,75,85,40,30,70,60,75,75,50,50
2012,6036,Independent,0,40,35,97,70,0,0,0,0,70,15,85,97,80,80,70,70,55,70,70,55,60
2012,6037,Weak Democrat,70,70,49,30,97,50,0,15,50,97,70,85,50,70,97,50,85,50,60,60,85,97
2012,6038,Independent Republican,15,0,40,30,30,70,50,40,85,60,85,70,97,85,15,30,50,85,40,40,15,85
2012,6039,Weak Republican,15,15,45,15,40,60,50,50,50,30,80,15,60,50,50,50,30,80,15,15,30,50
2012,6040,Independent Republican,0,0,15,0,15,50,15,50,50,97,97,97,97,50,50,0,50,15,15,15,50,50
2012,6041,Weak Democrat,60,60,50,50,50,70,50,90,50,85,97,50,50,97,15,0,50,40,85,85,40,85
2012,6042,Strong Democrat,30,30,45,70,90,0,0,50,0,50,50,50,50,97,97,50,90,30,97,97,40,50
2012,6043,Strong Democrat,15,30,43,50,85,30,0,50,60,60,70,50,40,85,50,50,85,0,85,85,50,85
2012,6044,Weak Republican,30,65,50,65,60,60,40,70,55,80,85,85,85,75,50,65,70,40,70,70,45,45
2012,6045,Independent Democrat,35,45,25,55,50,20,0,20,15,95,60,97,97,45,55,97,45,35,55,55,35,50
2012,6046,Strong Republican,50,50,43,30,15,85,70,70,40,70,70,70,70,70,15,70,40,50,50,50,30,70
2012,6047,Independent Republican,40,40,50,40,50,50,50,40,60,70,70,70,70,60,0,50,40,40,50,50,50,60
2012,6048,Independent Republican,15,0,55,40,40,85,70,97,70,40,40,40,40,8,97,40,60,85,50,50,60,85
2012,6049,Independent Republican,15,0,40,15,30,60,50,97,50,85,85,85,85,90,50,30,60,30,60,60,15,50
2012,6050,Independent Republican,85,50,50,50,50,97,50,97,50,50,50,50,50,50,50,40,50,92,50,50,40,50
2012,6051,Weak Republican,60,25,55,50,50,50,60,40,50,15,97,15,40,85,50,0,40,65,75,75,30,50
2012,6052,Independent Republican,65,40,50,40,35,65,65,65,55,80,80,60,70,65,75,50,70,50,50,50,35,50
2012,6053,Weak Republican,99,99,55,99,50,99,60,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2012,6054,Independent Democrat,30,40,63,30,65,30,60,40,30,70,70,85,70,60,50,70,0,0,15,15,0,70
2012,6055,Weak Democrat,15,40,43,85,70,60,15,30,30,85,85,85,85,70,50,50,60,15,70,70,70,70
2012,6056,Strong Democrat,40,60,60,70,70,15,50,40,30,70,85,70,70,50,50,40,60,30,60,60,50,70
2012,6057,Strong Democrat,40,60,43,85,70,30,15,50,40,85,85,85,85,85,50,70,70,40,40,40,60,70
2012,6058,Strong Democrat,30,30,49,50,97,50,0,50,30,50,50,50,50,97,50,50,50,15,97,97,40,85
2012,6059,Strong Republican,50,70,58,40,30,70,85,50,70,50,85,40,40,85,50,15,30,50,50,50,50,85
